"TIME","GEO","UNIT","AIRPOL","AIREMSECT","Value","Flag and Footnotes"
"2013","Malta","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","3,124.64",""
"2013","Malta","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","2,788.44",""
"2013","Netherlands","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","202,043.55",""
"2013","Netherlands","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","206,328.44",""
"2013","Netherlands","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","195,807.03",""
"2013","Austria","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","74,621.03",""
"2013","Austria","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","81,595.47",""
"2013","Austria","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","79,599.18",""
"2013","Poland","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","357,304.53",""
"2013","Poland","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","396,420.36",""
"2013","Poland","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","394,891.52",""
"2013","Portugal","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","55,681.89",""
"2013","Portugal","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","67,894.8",""
"2013","Portugal","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","65,071.46",""
"2013","Romania","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","85,989.86",""
"2013","Romania","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","111,422.62",""
"2013","Romania","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","110,929.05",""
"2013","Slovenia","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","13,419.98",""
"2013","Slovenia","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","18,239.37",""
"2013","Slovenia","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","18,165.82",""
"2013","Slovakia","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","35,777.88",""
"2013","Slovakia","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","43,764",""
"2013","Slovakia","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","43,679.16",""
"2013","Finland","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","42,609.18",""
"2013","Finland","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","64,958.12",""
"2013","Finland","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","62,988.9",""
"2013","Sweden","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","14,222.71",""
"2013","Sweden","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","58,043",""
"2013","Sweden","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","55,774.13",""
"2013","United Kingdom","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","566,819.82",""
"2013","United Kingdom","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","604,271.68",""
"2013","United Kingdom","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","572,068.31",""
"2013","Iceland","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items","16,431.55",""
"2013","Iceland","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding LULUCF and memo items CRF_1D1B, CRF_1D2, and CRF_1D3 (including international aviation)","5,065.91",""
"2013","Iceland","Thousand tonnes","Greenhouse Gas Emissions (CO2 equivalent)","All sectors excluding all memo items and LULUCF","4,559.63",""
